Fri Sep 24 2021 06:18:16 GMT-0400 (Eastern Daylight Time) - Run Time: 797ms

Cross Tabulation Query Form - Household - 2016 v1.1

Row: 2006 GTA zone of household - gta06_hhld
Column: Income range of household - income


Filters:
Regional municipality of household - region_hhld In 5,6,11

Household 2016
ROW : gta06_hhld
COLUMN : income
  gta06_hhld      income      total
        5164           2        836
        5164           3        468
        5164           4        579
        5164           5        238
        5164           6        171
        5164           7        198
        5165           1        219
        5165           2        266
        5165           3        379
        5165           4        542
        5165           5         40
        5165           6         49
        5165           7        186
        5166           1        420
        5166           2        770
        5166           3        482
        5166           4        516
        5166           5        199
        5166           6         73
        5166           7        561
        5167           1         92
        5167           2        130
        5167           3        228
        5167           4        241
        5167           5        158
        5167           6         70
        5167           7         73
        5168           1         68
        5168           2        546
        5168           3        201
        5168           4        130
        5168           5        157
        5168           6         24
        5168           7         95
        5170           1        395
        5170           2        695
        5170           3        250
        5170           4        143
        5170           5        104
        5170           7        500
        5171           1        166
        5171           2        467
        5171           3        223
        5171           4        205
        5171           5        127
        5171           7        256
        5172           1        304
        5172           2        290
        5172           3        189
        5172           4        332
        5172           5        217
        5172           6         32
        5172           7        149
        5173           2        126
        5173           3        115
        5173           4         34
        5174           1         45
        5174           2        194
        5174           3        339
        5174           4        257
        5174           5         90
        5174           6        143
        5174           7         42
        5175           1        248
        5175           2        216
        5175           3        184
        5175           4        278
        5175           5         75
        5175           6         38
        5175           7        204
        5176           1         19
        5176           2        211
        5176           3        371
        5176           4         78
        5176           5         86
        5176           7        172
        5177           2        129
        5177           3         97
        5177           4        229
        5177           5         80
        5177           6         85
        5177           7        178
        5178           2         38
        5178           3         88
        5178           4        118
        5178           5        174
        5178           6        223
        5178           7        202
        5179           1        198
        5179           2        517
        5179           3        604
        5179           4        238
        5179           5        149
        5179           6         29
        5179           7        339
        5180           2        168
        5180           3        157
        5180           4        353
        5180           5        250
        5180           6        151
        5180           7         77
        5181           1        266
        5181           2       1247
        5181           3        425
        5181           4        153
        5181           5         23
        5181           6         30
        5181           7        405
        5182           1         56
        5182           2        128
        5182           3        170
        5182           4        334
        5182           6         51
        5182           7         46
        5183           2        158
        5183           3         99
        5183           4        254
        5183           7         79
        5184           3        136
        5184           6         49
        5186           1        213
        5186           2        367
        5186           3        175
        5186           4        129
        5186           5        265
        5186           6         76
        5186           7        103
        5187           1        744
        5187           2        431
        5187           3        171
        5187           4        439
        5187           5        102
        5187           6        256
        5187           7        413
        5188           2        237
        5188           3        130
        5188           4         83
        5188           7        120
        5190           4         67
        5191           1         68
        5191           2        116
        5191           3         85
        5191           4        101
        5191           5        190
        5191           6        329
        5191           7        376
        5192           1        224
        5192           2        204
        5192           3        209
        5192           4         82
        5192           5         55
        5192           6         88
        5192           7        316
        5193           7         23
        5194           1         30
        5194           2        123
        5194           3        177
        5194           4        342
        5194           5         77
        5194           7        178
        5195           1        198
        5195           2         85
        5195           3        105
        5195           4        160
        5195           5         80
        5195           7        115
        5196           1         45
        5196           3        198
        5196           4        138
        5196           5        109
        5196           6        259
        5196           7         88
        5197           2         15
        5197           3         49
        5197           4         21
        5198           1         32
        5198           2         37
        5198           3         34
        5198           6         94
        5198           7         24
        5199           1         50
        5199           2        302
        5199           3        241
        5199           4         88
        5199           5        114
        5199           6         73
        5199           7        108
        5200           1        287
        5200           2        394
        5200           3        193
        5200           4        416
        5200           5        114
        5200           6         58
        5200           7        230
        5201           2         28
        5201           4         76
        5201           5         27
        5201           6        168
        5201           7         33
        5202           1         22
        5202           2         67
        5202           3        217
        5202           4        450
        5202           5         59
        5202           6        181
        5202           7        297
        5203           1        140
        5203           2        127
        5203           3        181
        5203           4        345
        5203           5        120
        5203           6        140
        5203           7        196
        5204           1         46
        5204           2        249
        5204           3         20
        5204           4         92
        5204           5         29
        5204           7         83
        5205           1        140
        5205           2        254
        5205           3        319
        5205           4        372
        5205           5         79
        5205           6        446
        5205           7        373
        5206           1        213
        5206           2        228
        5206           3         76
        5206           4         68
        5206           5         18
        5206           6         72
        5206           7         14
        5207           1        108
        5207           2        358
        5207           3        253
        5207           4        284
        5207           5        293
        5207           6        455
        5207           7        250
        5208           1        164
        5208           2        422
        5208           3        547
        5208           4        529
        5208           5        135
        5208           6        237
        5208           7        349
        5210           1         96
        5210           2         48
        5210           7         68
        5212           1         45
        5212           2        103
        5212           3        116
        5212           4        352
        5212           5         79
        5212           6         93
        5212           7         68
        5213           4         30
        5214           4         18
        5214           5         25
        5214           6         19
        5214           7         38
        5215           2         13
        5215           4         23
        5215           6        139
        5216           2        131
        5216           3        339
        5216           4        247
        5216           5        169
        5216           6        211
        5216           7        218
        5219           1         49
        5219           2         98
        5219           3        169
        5219           4        171
        5219           5        196
        5219           6        119
        5219           7        121
        5223           2         73
        5223           3         60
        5223           4        116
        5223           5        108
        5223           6        165
        5223           7        138
        5224           3         68
        5224           4        138
        5224           5         34
        5224           6        342
        5224           7        148
        5225           2         35
        5225           3         57
        5225           4        167
        5225           5         32
        5225           6         65
        5225           7         19
        5226           1         14
        5226           2         10
        5226           3        128
        5226           4        130
        5226           5         98
        5226           6        552
        5226           7        240
        5227           2         27
        5227           3         22
        5227           5         22
        5227           6         55
        5227           7         54
        5228           2         38
        5228           7         47
        5229           1         15
        5229           2         24
        5229           3        228
        5229           4        158
        5229           5        187
        5229           6        566
        5229           7         63
        5230           2         27
        5230           3        150
        5230           4        356
        5230           5        273
        5230           6        174
        5230           7        410
        5231           2        121
        5231           3         63
        5231           4        343
        5231           5         31
        5231           6        333
        5231           7        175
        5232           1         49
        5232           2        105
        5232           3        341
        5232           4        234
        5232           5        440
        5232           6        724
        5232           7        338
        5233           2         70
        5233           3         98
        5233           4         70
        5233           5        114
        5233           6        320
        5233           7         97
        5234           3         15
        5234           5        115
        5234           6         52
        5234           7         24
        5235           3         19
        5235           4         42
        5235           5         73
        5235           6         48
        5236           3         44
        5236           4        120
        5236           5        100
        5236           6        157
        5236           7         64
        5237           1         47
        5237           2        112
        5237           3        176
        5237           4        267
        5237           5        288
        5237           6         44
        5237           7        448
        5238           1         12
        5238           2        129
        5238           3        134
        5238           4        238
        5238           5         97
        5238           6        446
        5238           7        173
        5239           1         96
        5239           2        392
        5239           3        177
        5239           4        371
        5239           5        264
        5239           6         95
        5239           7        323
        5240           1         13
        5240           2         50
        5240           3         58
        5240           4        129
        5240           5         26
        5240           6         46
        5240           7        134
        5241           1        141
        5241           2        699
        5241           3        494
        5241           4        333
        5241           5        236
        5241           6        174
        5241           7       1088
        5242           3         20
        5242           4        134
        5242           6         95
        5242           7         69
        5243           2         15
        5243           7         62
        5244           4        195
        5244           5        183
        5244           6        278
        5244           7        338
        5245           2         39
        5245           3         60
        5245           4         56
        5245           5         99
        5245           6         83
        5245           7         19
        5246           2         39
        5246           3         19
        5246           4        184
        5246           5        116
        5246           6        275
        5246           7         38
        5247           1         30
        5247           2         29
        5247           3         36
        5247           4        151
        5247           5         27
        5247           6        219
        5247           7         40
        5248           2        141
        5248           3         91
        5248           4        162
        5248           5         48
        5248           6        296
        5248           7        305
        5249           2         22
        5249           3         31
        5249           4         97
        5249           5         26
        5249           6         19
        5250           3         18
        5250           4         48
        5250           5         20
        5250           6        126
        5250           7         43
        5251           3         13
        5251           5         19
        5252           1         34
        5252           2        151
        5252           3        172
        5252           4        126
        5252           5         23
        5252           6         42
        5252           7         91
        6001           2          6
        6001           3         56
        6001           4        103
        6001           5         29
        6001           6         92
        6001           7         14
        6004           1         14
        6004           2        206
        6004           3        181
        6004           4        376
        6004           5        256
        6004           6        415
        6004           7        366
        6005           2         25
        6005           3         67
        6005           4         69
        6005           5         21
        6005           6        149
        6005           7        142
        6006           2         19
        6006           3         79
        6006           4        176
        6006           5         55
        6006           6         19
        6006           7         10
        6007           2         64
        6007           3        111
        6007           4         79
        6007           5         14
        6007           6        228
        6007           7         50
        6008           1         29
        6008           2         40
        6008           3        103
        6008           4        125
        6008           5         99
        6008           6         25
        6008           7        122
        6009           2         29
        6009           4         41
        6009           5         11
        6009           7         25
        6010           1         14
        6010           2         31
        6010           3         63
        6010           4         36
        6012           1         17
        6012           2         88
        6012           3         40
        6012           4        302
        6012           5        103
        6012           6        234
        6012           7        242
        6014           1         72
        6014           2         58
        6014           3         73
        6014           4        108
        6014           7         93
        6015           2         58
        6015           3         74
        6015           4        239
        6015           5        207
        6015           6        278
        6015           7        222
        6016           2        135
        6016           3         52
        6016           4        210
        6016           5        146
        6016           6        332
        6016           7        129
        6017           2         74
        6017           3         83
        6017           4         13
        6017           5         13
        6017           6         50
        6017           7         75
        6018           1         51
        6018           2         39
        6018           3         44
        6018           4        108
        6018           5        236
        6018           6        277
        6018           7         75
        6019           2         66
        6019           3        139
        6019           4         87
        6019           5        142
        6019           6        103
        6019           7        251
        6020           1         11
        6020           2        126
        6020           3        109
        6020           4        141
        6020           5         59
        6020           6        169
        6020           7         68
        6021           4         10
        6022           2         63
        6022           3         12
        6022           4         73
        6022           5         33
        6022           6         70
        6022           7         38
        6023           1         38
        6023           2         31
        6023           3        281
        6023           4        437
        6023           5        304
        6023           6        647
        6023           7        652
        6024           4         48
        6024           5         10
        6024           6         49
        6025           2         66
        6025           3         29
        6025           4        135
        6025           5          8
        6025           6          8
        6025           7         71
        6026           1         57
        6026           2        189
        6026           3        304
        6026           4        416
        6026           5        142
        6026           6         72
        6026           7        254
        6027           1         25
        6027           2        108
        6027           3        140
        6027           4        267
        6027           5        113
        6027           6        164
        6027           7        147
        6028           2         18
        6028           3         32
        6028           4         34
        6028           6         51
        6028           7         20
        6029           2         35
        6029           3        115
        6029           4        101
        6029           5         98
        6029           6        130
        6029           7        128
        6030           2         35
        6030           3         18
        6030           4        125
        6030           5          5
        6030           6         71
        6030           7         13
        6031           2         47
        6031           3         23
        6031           4         12
        6031           6         78
        6031           7         27
        6032           2        132
        6032           3        324
        6032           4        433
        6032           5        420
        6032           6        459
        6032           7        306
        6033           1         18
        6033           2         45
        6033           3         22
        6033           4         18
        6033           6         31
        6033           7         67
        6034           1         18
        6034           2         38
        6034           3         93
        6034           4         71
        6034           5        110
        6034           6        127
        6034           7         96
        6035           1         25
        6035           2         13
        6035           3         57
        6035           4        136
        6035           5         57
        6035           6         66
        6036           1         12
        6036           2         71
        6036           3         33
        6036           4         13
        6036           6         57
        6036           7         67
        6037           3         32
        6038           1         52
        6038           2         43
        6038           3        113
        6038           4        147
        6038           5         13
        6038           6        165
        6038           7        102
        6039           2        114
        6039           3        187
        6039           4        471
        6039           5        305
        6039           6        441
        6039           7        195
        6040           2         38
        6040           3         19
        6040           4         47
        6040           5         28
        6040           6        130
        6040           7         32
        6041           1         13
        6041           2         60
        6041           3         44
        6041           4        174
        6041           5          7
        6041           6         18
        6041           7         45
        6042           1         17
        6042           2         78
        6042           3         54
        6042           4         70
        6042           6        107
        6042           7         64
        6043           2         32
        6043           3         63
        6043           4         39
        6043           5         12
        6043           6         24
        6043           7         50
        6044           1         38
        6044           2        202
        6044           3        391
        6044           4        507
        6044           5        318
        6044           6        582
        6044           7        558
        6045           2         25
        6045           3         51
        6045           4         26
        6045           5         73
        6045           6         87
        6045           7         16
        6046           2         18
        6046           3         47
        6046           5        130
        6046           6         35
        6046           7         59
        6047           1         26
        6047           2         72
        6047           3        234
        6047           4        367
        6047           5        137
        6047           6        231
        6047           7        237
        6048           2         25
        6048           3         51
        6048           4        188
        6048           6        206
        6048           7         53
        6049           2         12
        6049           5         13
        6050           2         95
        6050           3         49
        6050           4        117
        6050           5         68
        6050           6        185
        6050           7        214
        6051           2         32
        6051           3         39
        6051           4         80
        6051           5         24
        6051           6         62
        6051           7         56
        6052           1        103
        6052           2         22
        6052           3         43
        6052           4        124
        6052           5         18
        6052           6         94
        6052           7         35
        6053           1          7
        6053           2         28
        6053           3          3
        6053           4        151
        6053           5         68
        6053           6         24
        6053           7         55
        6054           2         34
        6054           3         55
        6054           4        107
        6054           5         62
        6054           6        136
        6054           7         85
        6055           2         39
        6055           3        192
        6055           4         98
        6055           5          9
        6055           6        163
        6055           7         66
        6056           1         17
        6056           2        170
        6056           3        245
        6056           4        179
        6056           5         61
        6056           6        130
        6056           7         61
        6057           2         91
        6057           3        161
        6057           4        173
        6057           5         10
        6057           7        228
        6058           2         59
        6058           3        121
        6058           4        103
        6058           5         53
        6058           6         78
        6058           7        121
        6059           1         13
        6059           2         15
        6059           3        116
        6059           4        180
        6059           5         40
        6059           6        166
        6059           7        125
        6060           1         21
        6060           2         69
        6060           3         65
        6060           4         89
        6060           6         42
        6060           7         40
        6061           1          6
        6061           2        188
        6061           3         54
        6061           4        191
        6061           5         55
        6061           6         82
        6061           7        195
        6062           1         14
        6062           2        155
        6062           3         70
        6062           4        260
        6062           5        151
        6062           6        222
        6062           7        133
        6063           2         52
        6063           3         79
        6063           4        123
        6063           5         93
        6063           6         72
        6063           7        109
        6064           1         54
        6064           2        134
        6064           3        403
        6064           4        413
        6064           5        156
        6064           6        236
        6064           7        319
        6065           2         18
        6065           3         29
        6065           4        109
        6065           5         67
        6065           6         14
        6065           7         43
        6066           1         14
        6066           2        202
        6066           3        173
        6066           4        243
        6066           5         69
        6066           6         45
        6066           7        128
        6067           1          7
        6067           2         71
        6067           3        192
        6067           4        113
        6067           5        155
        6067           6         39
        6067           7        113
        6068           2        117
        6068           3         73
        6068           4        209
        6068           5        136
        6068           6        134
        6068           7        203
        6069           2         61
        6069           3        117
        6069           4        100
        6069           5         59
        6069           6         40
        6069           7         42
        6070           4         33
        6071           1         13
        6071           2        377
        6071           3        470
        6071           4        471
        6071           5        123
        6071           6        159
        6071           7        371
        6072           2         75
        6072           3        177
        6072           4         84
        6072           5        144
        6072           7         51
        6073           1         58
        6073           2         26
        6074           1        344
        6074           2        399
        6074           3        200
        6074           4        406
        6074           5         59
        6074           6        169
        6074           7        296
        6075           1         97
        6075           2        391
        6075           3        324
        6075           4        239
        6075           5         80
        6075           6         45
        6075           7        228
        6076           1         42
        6076           2         10
        6076           3          6
        6079           1        164
        6079           2        325
        6079           3        216
        6079           4        262
        6079           5        116
        6079           7        209
        6080           2         79
        6081           1         15
        6081           2        319
        6081           3        237
        6081           4        284
        6081           5        108
        6081           6         29
        6081           7        231
        6082           1         17
        6082           2        124
        6082           3        150
        6082           4        190
        6082           5         78
        6082           7        113
        6083           1        116
        6083           2        467
        6083           3        312
        6083           4        136
        6083           7        297
        6085           2         84
        6085           7         91
        6090           1         57
        6090           2        108
        6090           3        374
        6090           4        268
        6090           5         76
        6090           6        168
        6090           7        261
        6091           1         65
        6091           2        128
        6091           3        117
        6091           4        148
        6091           5         33
        6091           7         85
        6092           1         61
        6092           2        196
        6092           3         61
        6092           4        233
        6092           5        141
        6092           6         67
        6092           7         55
        6094           1         12
        6094           2         56
        6094           3         82
        6094           4         88
        6094           5         46
        6094           6          6
        6094           7        129
        6095           6         14
        6095           7         42
        6097           2        150
        6097           3        107
        6097           4        220
        6097           5        121
        6097           6        221
        6097           7         65
        6098           1         29
        6098           2         92
        6098           3        152
        6098           4        209
        6098           5        179
        6098           6        175
        6098           7        237
        6100           2        366
        6100           3        269
        6100           4        306
        6100           5         78
        6100           6         33
        6100           7        175
        6101           1         77
        6101           2        501
        6101           3        171
        6101           4        335
        6101           5         78
        6101           6        102
        6101           7        477
        6102           2        145
        6102           3        112
        6102           4        136
        6102           5         77
        6102           6         40
        6102           7         79
        6103           1         15
        6103           4         10
        6104           1         28
        6104           2         66
        6104           3         37
        6104           4         83
        6104           7         48
        6105           1         14
        6105           2        166
        6105           3        160
        6105           4        177
        6105           5         33
        6105           6         58
        6105           7         30
        6106           1         52
        6106           2        194
        6106           3        141
        6106           4        175
        6106           5         17
        6106           7         32
        6107           1        131
        6107           2        399
        6107           3        308
        6107           4        363
        6107           5         29
        6107           6        104
        6107           7        246
        6109           1        140
        6109           2        372
        6109           3        272
        6109           4        231
        6109           5         89
        6109           6         79
        6109           7        238
        6112           1         29
        6112           2        164
        6112           3         84
        6112           4         23
        6112           5         73
        6112           6         73
        6112           7         79
        6113           1         99
        6113           2         66
        6113           3        201
        6113           4        343
        6113           5         16
        6113           6         81
        6113           7         86
        6115           1         64
        6115           2         10
        6115           3         23
        6115           4         55
        6115           7         88
        6116           2         16
        6116           3         16
        6116           4         28
        6116           7          7
        6117           1         59
        6117           2         97
        6117           3        131
        6117           4        162
        6117           7        108
        6118           1         59
        6118           2        387
        6118           3        275
        6118           4        197
        6118           5         29
        6118           7        146
        6119           1         37
        6119           2         50
        6119           3          8
        6119           4         33
        6119           7         18
        6120           2         26
        6120           4         53
        6120           6          7
        6120           7         69
        6121           1        156
        6121           2        295
        6121           3         92
        6121           4         56
        6121           7         49
        6122           1         10
        6123           2         67
        6123           3         86
        6123           7         44
        6124           2        116
        6124           7         21
        6125           1         96
        6127           3          6
        6129           2        130
        6129           3         27
        6129           4         16
        6129           6         23
        6129           7         51
        6130           1         54
        6130           3        184
        6130           7         46
        6131           7         49
        6132           1         87
        6132           2         69
        6132           3        177
        6132           4          8
        6132           5         48
        6132           6         72
        6133           1        120
        6133           2         36
        6133           3         90
        6133           4        118
        6133           5         40
        6133           6         77
        6133           7         76
        6134           1        126
        6134           2        184
        6134           3         71
        6135           1         62
        6135           2         13
        6135           3         27
        6135           4         73
        6135           6         21
        6135           7         57
        6137           2         51
        6137           3        201
        6137           4        384
        6137           5        100
        6137           6        149
        6137           7        111
        6138           1         28
        6139           1         11
        6139           2         36
        6139           3         27
        6139           4         79
        6139           6        101
        6139           7          8
        6140           1        172
        6140           2        127
        6140           3        228
        6140           4         88
        6140           7         58
        6141           1         35
        6141           2          8
        6141           3         61
        6141           4        115
        6141           5         68
        6141           6        170
        6141           7        140
        6142           1        222
        6142           2        201
        6142           3        104
        6142           4        115
        6142           5         27
        6142           7        228
        6143           2         19
        6143           3         84
        6143           4         15
        6143           6          8
        6144           1         11
        6144           2         51
        6144           3         80
        6144           4         17
        6144           5         23
        6144           7         35
        6145           1         15
        6145           2         20
        6145           3         13
        6146           1        152
        6146           2        761
        6146           3        700
        6146           4        698
        6146           5        162
        6146           6        218
        6146           7        270
        6147           4         23
        6147           5         11
        6150           1         30
        6150           2        227
        6150           3        261
        6150           4         77
        6150           5         54
        6150           6         11
        6150           7         76
        6151           2         57
        6153           3         30
        6153           4         21
        6153           7        163
        6154           1         65
        6154           2        233
        6154           3         92
        6154           4        176
        6154           5        191
        6154           6        183
        6154           7        111
        6155           2         35
        6155           3         35
        6155           4         64
        6155           7          8
        6156           7         29
        6158           1         13
        6158           2         92
        6158           3        102
        6158           4        103
        6158           5         13
        6158           6         51
        6158           7         63
        6159           1         23
        6159           2         18
        6159           3        132
        6159           4         82
        6159           5         31
        6159           6         93
        6159           7         88
        6160           1         78
        6160           2        205
        6160           3        178
        6160           4        163
        6160           5         15
        6160           7        170
        6161           1         31
        6161           3         39
        6161           4         64
        6161           5         25
        6161           6         57
        6161           7         92
        6162           1         36
        6162           2         18
        6162           3         38
        6162           4        220
        6162           5         38
        6162           7         55
        6163           4         47
        6164           1         19
        6164           2         66
        6164           3         16
        6164           4        128
        6164           5         98
        6164           6         95
        6164           7        216
        6165           1         86
        6165           2         38
        6165           3         23
        6165           4         39
        6165           7         52
        6166           1        165
        6166           2         52
        6166           3        196
        6166           4         41
        6166           5        187
        6166           6        163
        6166           7        114
        6167           2         12
        6167           4          6
        6167           5         18
        6167           6         10
        6167           7          5
        6168           1         35
        6168           2         12
        6168           3         10
        6168           4        282
        6168           5         85
        6168           6        243
        6168           7        150
        6169           1         28
        6169           2         41
        6170           1         14
        6170           2         65
        6170           3        241
        6170           4        495
        6170           5        115
        6170           6        382
        6170           7        299
        6171           1        113
        6171           2        104
        6171           3         79
        6171           4        173
        6171           5         64
        6171           6         62
        6171           7        114
        6172           1          6
        6172           2         95
        6172           3        145
        6172           4        146
        6172           6         30
        6172           7         58
        6173           1         25
        6173           2        123
        6173           3        151
        6173           4        130
        6173           5         44
        6173           6         53
        6173           7        143
        6174           1         68
        6174           2        102
        6174           3        259
        6174           4         31
        6174           5         10
        6174           7         95
        6175           1        109
        6175           2        235
        6175           3         83
        6175           4         13
        6175           6          9
        6175           7         16
        6176           1         90
        6176           2        175
        6176           3        148
        6176           4         30
        6176           5         13
        6176           7        102
        6177           1         15
        6177           2         96
        6177           3         33
        6177           4         23
        6177           5         13
        6177           6         37
        6177           7         23
        6178           3          4
        6179           2         20
        6179           3         68
        6179           4         89
        6179           7         11
        6180           4         14
        6180           6         94
        6180           7         27
        6181           2         10
        6181           4         24
        6181           5         26
        6181           7         25
        6182           1         34
        6182           2        104
        6182           3        175
        6182           4        301
        6182           5        101
        6182           6         17
        6182           7         71
        6183           1         15
        6183           2          4
        6183           3         21
        6183           4         99
        6183           6         63
        6183           7         25
        6184           1         25
        6184           4         10
        6185           2         14
        6185           3          4
        6185           6         10
        6185           7         19
        6186           4         74
        6186           5         23
        6186           6         37
        6186           7          4
        6187           1          4
        6187           2          8
        6187           3          4
        6187           4        144
        6187           5          8
        6188           1         57
        6188           2         32
        6188           3         59
        6188           4        166
        6188           5          4
        6188           6         10
        6188           7         21
        6189           2          4
        6189           4          9
        6189           5         35
        6189           7         13
        6190           2          4
        6191           5         92
        6192           3         16
        6192           4         16
        6193           1        127
        6193           2        194
        6193           3        473
        6193           4        261
        6193           5         17
        6193           6         18
        6193           7        395
        6194           1         20
        6194           2         91
        6194           3        199
        6194           4        283
        6194           5        193
        6194           6        120
        6194           7        167
        6195           2         25
        6195           3          7
        6195           4         14
        6195           6         68
        6195           7         58
        6196           2        100
        6196           3        239
        6196           4        337
        6196           5         61
        6196           6        222
        6196           7        222
        6197           2         18
        6197           3         20
        6197           6         15
        6198           1         68
        6198           2        254
        6198           3        262
        6198           4        236
        6198           5        151
        6198           6        347
        6198           7        415
        6199           1        232
        6199           2        503
        6199           3        375
        6199           4        467
        6199           5        323
        6199           6        245
        6199           7        459
        6200           3         14
        6201           1         18
        6201           2        212
        6201           3        147
        6201           4          8
        6201           7         10
        6202           1          5
        6202           2         88
        6202           3         48
        6202           4          6
        6202           7         52
        6203           1        207
        6203           2        108
        6203           3         43
        6203           7         35
        6204           1        400
        6204           2        351
        6204           3          9
        6204           6          5
        6204           7        136
        6205           1        121
        6205           2         60
        6205           3          5
        6205           4        222
        6205           5         20
        6205           7         45
        6206           1         46
        6206           2         97
        6206           3        153
        6206           4        243
        6206           5         13
        6206           7         27
        6207           1          5
        6207           2        244
        6207           3         53
        6207           4         89
        6207           7        171
        6208           1         19
        6208           2         18
        6208           7         58
        6209           2         37
        6210           2         15
        6210           3         26
        6213           1         40
        6213           2        396
        6213           3        167
        6213           4         70
        6213           6         46
        6213           7        198
        6214           2         17
        6214           3         12
        6214           4         16
        6215           2         11
        6215           4         56
        6216           1         44
        6216           2        234
        6216           3         38
        6216           4         81
        6216           7         34
        6217           1         98
        6217           2        496
        6217           3        311
        6217           4        229
        6217           5         32
        6217           6         62
        6217           7        260
        6218           1        134
        6218           2        286
        6218           3        208
        6218           4        137
        6218           5         25
        6218           6         70
        6218           7        159
        6219           1         23
        6219           2        488
        6219           3        392
        6219           4        380
        6219           5        118
        6219           6        123
        6219           7        408
        6222           1         28
        6222           2        115
        6222           3        397
        6222           4        522
        6222           5        160
        6222           6        225
        6222           7        331
        6223           2         73
        6223           3         62
        6223           4         78
        6223           5        105
        6223           6        362
        6223           7        207
        6224           2         25
        6224           7         33
        6225           1         62
        6225           2         44
        6225           3        188
        6225           4        321
        6225           5        203
        6225           6        505
        6225           7        214
        6226           1        183
        6226           2        410
        6226           3        312
        6226           4        685
        6226           5        171
        6226           6         80
        6226           7        416
        6227           2         12
        6227           3         57
        6227           7         13
        6228           3        113
        6228           4         85
        6228           5         53
        6228           6        148
        6228           7        230
        6229           2         16
        6229           3         31
        6229           4         21
        6229           7         21
        6230           1         95
        6230           2        146
        6230           3        164
        6230           4        247
        6230           5         14
        6230           6         24
        6230           7        117
        6231           1         10
        6231           2         13
        6231           3         28
        6231           4         76
        6231           7         29
        6232           2         16
        6232           7         13
        6233           1         62
        6233           2        287
        6233           3        404
        6233           4        284
        6233           5         13
        6233           6         45
        6233           7        399
        6235           1        114
        6235           2        660
        6235           3        576
        6235           4        634
        6235           5         88
        6235           6         54
        6235           7        753
        6236           1        168
        6236           2        392
        6236           3        279
        6236           4        320
        6236           5         65
        6236           6         28
        6236           7        205
        6240           3         25
        6244           2         10
        6244           3         81
        6244           4         49
        6244           5         45
        6244           6         50
        6244           7        106
        6247           3         13
        6248           2         39
        6248           3         67
        6248           4        100
        6248           5         24
        6248           6         65
        6248           7         87
        6249           1         29
        6249           2        195
        6249           3         17
        6249           4        202
        6249           5        100
        6249           6         37
        6249           7        202
        6250           3         16
        6250           4         25
        6250           6         65
        6250           7         11
        6252           1         31
        6252           2        197
        6252           3        137
        6252           4        388
        6252           5        132
        6252           7        170
        6253           2        111
        6253           3         83
        6253           4         68
        6253           6         19
        6253           7         46
        6254           2         11
        6254           3         10
        6254           4         16
        6254           5          9
        6254           6         14
        6254           7         15
        6255           1         10
        6255           2          9
        6255           6         56
        6255           7         19
        6256           3         39
        6256           4         81
        6256           5         66
        6256           6        141
        6256           7         81
        6257           2        117
        6257           3        116
        6257           4        286
        6257           5        134
        6257           6        241
        6257           7        107
        6259           1         20
        6259           2         50
        6259           3         45
        6259           4         62
        6259           5         61
        6259           6        104
        6259           7        132
        6260           1         60
        6260           2        124
        6260           3         37
        6260           4         93
        6260           5        147
        6260           6         62
        6260           7         76
        6261           3         27
        6261           4         22
        6261           7         10
        6262           1          5
        6262           3         77
        6262           4         67
        6262           5          7
        6262           6         28
        6262           7         76
        6263           2        122
        6263           3         68
        6263           4         41
        6263           5         38
        6263           6        122
        6263           7         75
        6265           2         33
        6265           3         10
        6265           4         71
        6265           5         20
        6265           6         28
        6265           7         20
        6266           1        100
        6266           2        157
        6266           3        113
        6266           4        147
        6266           6         67
        6266           7        101
        6267           1          6
        6267           2        108
        6267           3         70
        6267           4        306
        6267           5        112
        6267           6        101
        6267           7        253
        6268           1         10
        6268           2        182
        6268           3        278
        6268           4        474
        6268           5        106
        6268           6        111
        6268           7        200
        6269           1         34
        6269           2        323
        6269           3        323
        6269           4        327
        6269           5        101
        6269           6        177
        6269           7        318
        6270           1         46
        6270           2        195
        6270           3        298
        6270           4        128
        6270           5         20
        6270           6         19
        6270           7        130
        6271           1         37
        6271           2        253
        6271           3         87
        6271           4        200
        6271           5         56
        6271           6        114
        6271           7        129
        6272           2         54
        6272           3         87
        6272           7         51
        6273           1         92
        6273           2         68
        6273           3        136
        6273           4         46
        6275           1        124
        6275           2        562
        6275           3        417
        6275           4        171
        6275           5         96
        6275           6         15
        6275           7        125
        6276           1         91
        6276           2        155
        6276           3         25
        6276           6         13
        6276           7         53
        6278           2         21
        6278           3         65
        6278           7         12
        6279           2         33
        6279           5         71
        6279           7         36
        6280           2         63
        6280           4         46
        6281           1         21
        6282           1        113
        6282           2         63
        6282           3         13
        6282           7         21
        6283           1         43
        6283           2         72
        6283           4         17
        6283           7         25
        6284           2        182
        6284           3         64
        6284           7         35
        6285           1        178
        6285           2        182
        6285           3        106
        6285           4        137
        6285           5         94
        6285           7        214
        6286           1        194
        6286           2        246
        6286           3        216
        6286           4         62
        6286           7        328
        6288           1         17
        6288           2        253
        6288           3        125
        6288           4         96
        6288           6         58
        6288           7        101
        6289           1        108
        6289           2        115
        6289           3        334
        6289           4        223
        6289           5         64
        6289           6         27
        6289           7        175
        6290           2        185
        6290           3        148
        6290           4        265
        6290           5        126
        6290           6        287
        6290           7        225
        6291           2         30
        6291           4         45
        6291           7         12
        6292           1         13
        6292           2        152
        6292           3        154
        6292           4        111
        6292           6         16
        6292           7         78
        6294           3         88
